,date,close_price,day_1_pred,day_2_pred,day_3_pred,day_4_pred,day_5_pred,day_6_pred,day_7_pred,day_8_pred,day_9_pred,day_10_pred,day_11_pred,day_12_pred,day_13_pred
0,11/1/2019,286.81,270.15,261.31,252.69,257.54499999999996,281.17,298.645,298.645,252.69,267.44,267.44,277.39,270.15,270.15
