,date,close_price,day_1_pred,day_2_pred,day_3_pred,day_4_pred,day_5_pred,day_6_pred,day_7_pred,day_8_pred,day_9_pred,day_10_pred,day_11_pred,day_12_pred,day_13_pred
0,11/1/2019,286.81,271.87359397977264,276.99200167790116,271.70501440983617,270.7292930975204,279.87530978834246,274.5171154640326,274.3102699316516,271.07500655438554,270.5429069811544,270.48346625406475,275.2901413087119,272.4585458064486,272.13612992802825
