,date,close_price,day_1_pred,day_2_pred,day_3_pred,day_4_pred,day_5_pred,day_6_pred,day_7_pred,day_8_pred,day_9_pred,day_10_pred,day_11_pred,day_12_pred,day_13_pred
0,1/1/2018,201.0700073,187.8663853,185.1756155,188.4381277,186.9107712,182.342211,186.8373096,185.5977981,190.9463662,189.9981528,183.442552,185.9969878,188.5627503,197.7649999
1,1/2/2018,205.0500031,185.8186759,188.6693215,188.2273888,185.2000873,187.6671271,187.1040636,191.4472622,190.32117,185.0524965,183.6518073,189.5660938,191.8872097,193.60737
2,1/3/2018,205.6300049,186.5133187,185.9253753,184.0410019,184.8205533,184.3002967,188.7539143,187.748243,182.8776713,184.6251245,187.4612299,198.1288991,200.37697,202.318042
3,1/4/2018,209.9900055,185.7900812,184.6483916,185.5481267,185.8000404,194.6256032,188.95896,183.2628017,185.216097,187.0282827,190.748622,194.9000829,201.2290116,199.7500205
4,1/5/2018,209.9900055,187.4760768,182.8730216,187.3213182,187.0906451,191.1555016,188.647441,183.7774228,184.4094063,189.106615,190.1259343,197.6374732,205.8299482,201.6308703
5,1/6/2018,209.9900055,187.2025517,185.2829182,186.9576377,186.9182254,192.8979369,188.9754283,183.8436986,181.5019013,188.6628582,185.5835627,193.0263658,203.2891031,197.2067032
6,1/7/2018,212.0500031,184.5760518,186.8598134,185.7735037,194.6681927,189.3044689,182.2157528,179.6599366,188.4252889,183.5712362,196.0718473,206.9552056,202.4780377,208.0615604
7,1/8/2018,209.3099976,187.7474632,188.0324272,198.8103589,190.3069908,184.0473401,181.5354373,189.2984194,174.3043154,188.4071089,205.3500928,198.3213626,208.7977328,207.256167
8,1/9/2018,212.5200043,184.8058647,192.6301368,186.8683602,180.5322519,182.260151,187.1831311,180.599501,192.7564726,204.4606053,199.3483849,205.7172223,212.7862334,196.5223717
9,1/10/2018,217.2400055,193.2786176,190.03721,184.3402614,182.2625371,189.5602932,187.7270902,196.1041951,206.1135608,200.4062342,205.3208578,211.4497481,192.1447781,205.4397803
10,1/11/2018,221.2299957,192.1932224,185.417688,164.5836559,190.1052099,184.5043763,196.6775285,203.8865913,200.5454775,205.2956606,205.9181118,184.5871786,204.9881874,186.5000531
11,1/12/2018,221.2299957,187.8754035,184.9796533,181.6254557,191.3037829,189.3961368,198.2534589,208.7552302,202.9468459,207.0035718,210.3886592,192.3822689,212.6270208,205.1779659
12,1/13/2018,221.2299957,188.8930331,186.3081209,180.2839483,190.6307416,183.2804025,191.2923674,204.9519901,197.0911417,202.8708806,212.2916467,202.250829,202.5181125,202.8587918
13,1/14/2018,221.2299957,188.284356,185.4444313,183.1887857,191.4761427,182.1798787,191.7208465,204.8485685,194.724843,199.5715318,208.5799332,185.5263902,196.0813087,194.9821066
14,1/15/2018,221.5299988,185.6144194,173.2612443,189.9780952,179.587507,192.7626824,202.7644479,194.5365915,198.6836349,212.6067657,180.9456161,195.1034121,181.8545844,229.9066719
15,1/16/2018,217.5,178.7798825,190.3671474,187.252129,193.3345224,201.1020896,193.5777029,197.2098339,210.9200915,177.2054725,193.138296,181.8195208,230.1394159,220.1746728
16,1/17/2018,220.3300018,192.5778529,175.2645679,189.2747187,206.3595142,196.0529794,204.1605147,207.7439094,197.9693557,195.8783004,184.393069,174.552683,219.3918167,214.7547127
17,1/18/2018,220.4600067,199.3157553,199.4437612,202.0961413,202.2560466,204.4805291,207.7030611,206.9757559,204.4115377,206.9585404,218.2683106,219.2554559,212.1427634,218.8684793
18,1/19/2018,220.4600067,188.1369634,196.4612358,205.9354004,201.3313032,205.2533437,205.7899074,208.49452,205.9909338,204.7830329,195.6048323,222.4398066,223.2464537,226.2863
19,1/20/2018,220.4600067,188.2645842,197.0743763,204.0240918,201.3853176,205.709646,205.3335878,193.9805659,207.133089,196.8569481,208.5516929,216.9721929,220.5623533,224.4645255
20,1/21/2018,227.5800018,193.6763441,201.8480162,193.6694457,194.5364015,203.9612638,184.0552853,194.7839924,188.707574,212.5987315,208.2144685,206.5692957,211.4016312,223.5949353
21,1/22/2018,250.2899933,200.3933395,209.5497009,206.2897546,199.4543939,214.0158702,217.3307061,228.7139625,234.2943222,209.8513105,216.30136,221.0370398,285.3111272,350.2793978
